config_id,fold_test_year,corridor,signals,hit_rate,lift,forward_delta_bps,symmetric_delta_bps,regret_bps,brier,logloss,auc,ece10,rows,dates,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage
baseline_reproduction,2023,AMD,46.0,0.45652173913043476,1.162929061784897,31.833084679702676,22.14205782639612,77.04560823482437,0.22261312906132938,0.6327773707927158,0.7271750805585391,0.12173336188770256,242,242,0.9252873563218391,0.8333333333333334,0.8333333333333334
baseline_reproduction,2023,KGS,44.0,0.5227272727272727,1.3457446808510638,50.799186615425384,25.94779309204431,54.11065290171254,0.2090348684046282,0.6009361215830618,0.7829930994824612,0.1479289205701354,242,242,0.8850574712643678,0.8541666666666666,0.8541666666666666
baseline_reproduction,2023,KZT,35.0,0.6571428571428571,1.7868378812199037,79.4469866995319,32.35167931716451,57.65634692310652,0.21106779782384458,0.6078485442355643,0.7539472717926122,0.11121666575275259,242,242,0.7040229885057471,0.6666666666666666,0.6666666666666666
baseline_reproduction,2023,TJS,44.0,0.4772727272727273,1.2287234042553192,40.24748809973062,19.274702064574576,71.19240131697775,0.2129024430823048,0.6103900217669043,0.7640526164462335,0.12871480743775687,242,242,0.8850574712643678,0.8541666666666666,0.8541666666666666
baseline_reproduction,2023,UZS,44.0,0.5681818181818182,1.4473684210526314,54.66441523619123,31.77197408307367,57.99974415367292,0.21774601969851884,0.622584132408391,0.7357321876118869,0.12671865432068982,242,242,0.8850574712643678,0.8333333333333334,0.8333333333333334
baseline_reproduction,2024,AMD,56.0,0.4642857142857143,1.3273109243697478,19.63906111645027,16.86994945605582,90.09263586602285,0.1961131322993355,0.5740468707036187,0.7406180193596427,0.07013530287805966,243,243,1.12,0.9387755102040817,0.9387755102040817
baseline_reproduction,2024,KGS,46.0,0.5,1.35,46.68182222279678,27.37082067283772,64.07334865477043,0.19864651588488683,0.5772601270488747,0.7371822803195351,0.05866371150042168,243,243,0.92,0.8571428571428571,0.8571428571428571
baseline_reproduction,2024,KZT,52.0,0.34615384615384615,1.2940828402366864,13.5123838256016,5.010810078513686,108.24686950175038,0.20091823161860897,0.5849427972291292,0.6942955920484011,0.13310611442212006,243,243,1.04,0.9387755102040817,0.9387755102040817
baseline_reproduction,2024,TJS,44.0,0.5227272727272727,1.4943850267379677,50.27049885228867,27.888514275364255,68.60038313558904,0.19738143386254417,0.579043693602807,0.7358525688756515,0.060717738957909925,243,243,0.88,0.8367346938775511,0.8367346938775511
baseline_reproduction,2024,UZS,50.0,0.4,1.215,29.21849602321798,15.52191466078976,72.87942850375164,0.18729526404000602,0.5534240579518349,0.7522622699386502,0.07018067655594437,243,243,1.0,0.9387755102040817,0.9387755102040817
baseline_reproduction,2025,AMD,37.0,0.3783783783783784,1.7276899541050486,69.7735028556846,35.2815855407792,90.37879047789397,0.15592062093122533,0.48186523819037835,0.7093441150044923,0.04065108453608735,242,242,0.7421203438395416,0.7346938775510204,0.7346938775510204
baseline_reproduction,2025,KGS,38.0,0.3157894736842105,1.5596133190118153,67.06987033258149,35.594099557182055,91.26349907493174,0.1502984181708024,0.4663949726837389,0.7169821296394205,0.042442317116720994,242,242,0.7621776504297995,0.7551020408163265,0.7551020408163265
baseline_reproduction,2025,KZT,46.0,0.34782608695652173,1.7536231884057971,45.818758949890665,31.455247009095057,114.40866804098584,0.15581220930445144,0.48528673252408205,0.6692439862542956,0.08730313481154939,242,242,0.9226361031518625,0.8571428571428571,0.8571428571428571
